match,sentence,ref,node,keep
gòṛɛle.ˈ ,ʾu-ʾàyyaˈ máṭlab díya gòṛɛle.ˈ ,"Barwar, Gozali and Nozali, Ln. 83",747859,N
gòṛɛle.ˈ ,téla lwíšəllɛle gáne díye ʾo-gə̀ldaˈ ʾo-béna gòṛɛle.ˈ ,"Barwar, The Tale of Mərza Pămət, Ln. 28",773682,N
góṛtɛla.ˈ ,ʾamrə́xlux ʾítlən xá zə̀qqaˈ ràba góṛtɛla.ˈ ,"Barwar, The Brother of Giants, Ln. 9",754598,N
góṛɛle.ˈ ,ʾíθ xa-párša b-réše dìyeˈ ràba góṛɛle.ˈ ,"Barwar, The Brother of Giants, Ln. 13",754703,N
"gùttɛle,ˈ ","xa-qɛ́sa rìxɛle,ˈ gu-réše díye gùttɛle,ˈ qìrɛle.ˈ ","Barwar, The Tale of Rustam (2), Ln. 13",777832,N
hal-ʾɛ̀kɛle ,"mə́re zḕn,ˈ bar-siqlɛ́xu hal-ʾɛ̀kɛle ḥŭdūd-t-déwe?ˈ ","Barwar, Tales From the 1001 Nights, Ln. 49",751868,N
ham-zílɛle ,ham-zílɛle kə́sle dìyeˈ mə̀reˈ málka t-áwət basima-àti.ˈ ,"Barwar, The Tale of Farxo and Səttiya, Ln. 25",768551,N
"hambišàyɛla,ˈ ","xzí hambišàyɛla,ˈ xzi-mù-tăhər-ila.ˈ ","Barwar, The Leliθa From č̭āl, Ln. 9",762684,N
har-b-ò-lɛle.ˈ ,"hadìya,ˈ híwɛle xábra ṭla-wăzī̀rˈ har-b-ò-lɛle.ˈ ","Barwar, A Tale of a Prince and a Princess, Ln. 34",742412,N
har-dmíxtɛla ,har-dmíxtɛla bəd-lə́bba gu-bɛ́θət bába dìyɛla.ˈ ,"Barwar, The Daughter of the King, Ln. 18",757176,N
har-mxàyɛle ,mára téla har-mxàyɛle ʾə́lla díya-wˈ ṣràxɛle.ˈ ,"Barwar, The Tale of Mərza Pămət, Ln. 14",773356,N
har-múšətyɛle ,"ʾu-xá har-múšətyɛle mìya,ˈ lɛ́le múxləlle ču-ʾixàla.ˈ ","Barwar, The Girl and the Seven Brothers, Ln. 31",759879,N
har-píšɛle ,har-píšɛle gu-ʾə̀rxe.ˈ ,"Barwar, Nanno and Jəndo, Ln. 2",749398,N
har-xùyɛle.ˈ ,xúya har-xùyɛle.ˈ ,"Barwar, The Brother of Giants, Ln. 4",754491,N
har-ʾàwwɛle.ˈ ,mə́ra har-ʾàwwɛle.ˈ ,"Barwar, The Crafty Hireling, Ln. 33",756027,N
har-ʾàwwɛleˈ ,"màrɛwaˈ har-ʾàwwɛleˈ ʾən-ʾítle nawàge,ˈ ʾən-ʾítle bàba,ˈ ʾən-ʾítle yə̀mma,ˈ ʾən-ʾítle xonăwàθa?ˈ ","Barwar, The Wise Young Man, Ln. 16",780814,N
har-ʾàwwɛleˈ ,ʾímə-t mə̀reˈ har-ʾàwwɛleˈ ʾən-là?ˈ ,"Barwar, The Wise Young Man, Ln. 17",780825,N
har-ʾə́θyɛle ,har-ʾə́θyɛle mən-ṭúra réša-reša d-o-gàre.ˈ ,"Barwar, The Man Who Wanted to Work, Ln. 14",763765,N
hawnàntɛla.ˈ ,"gwíre l-ġðàðe,ˈ màlkaˈ šmìleˈ ʿal-ʾasā̀sˈ xa-yála hóle ʾə́θya táma kəslèy,ˈ rába hawnànɛle,ˈ ʾu-ʾup-báxte dìyeˈ ṱ-íle gwìrəllaˈ rába hawnàntɛla.ˈ ","Barwar, The Wise Young Man, Ln. 21",780981,N
"hawnànɛle,ˈ ","zìlɛle,ˈ mə̀raˈ ʾən-Fárxo hawnànɛle,ˈ lázəm ʾáθe ʾáwəð navèže,ˈ yáʿni mṣàleˈ ʾu-baʿdḕn ʾázəl bɛ̀θa.ˈ ","Barwar, The Tale of Farxo and Səttiya, Ln. 33",768805,N
"hawnànɛle,ˈ ","gwíre l-ġðàðe,ˈ màlkaˈ šmìleˈ ʿal-ʾasā̀sˈ xa-yála hóle ʾə́θya táma kəslèy,ˈ rába hawnànɛle,ˈ ʾu-ʾup-báxte dìyeˈ ṱ-íle gwìrəllaˈ rába hawnàntɛla.ˈ ","Barwar, The Wise Young Man, Ln. 21",780975,N
hawnànɛle.ˈ ,mə́ra bábi hawnànɛle.ˈ ,"Barwar, The Wise Young Man, Ln. 16",780799,N
hàtxɛla ,mə́re hàtxɛla qə́ṣṣət.ˈ ,"Barwar, A Tale of Two Kings, Ln. 5",741049,N
hàtxɛla ,mə́re hàtxɛla qə́ṣṣət?ˈ ,"Barwar, A Tale of a Prince and a Princess, Ln. 33",742356,N
hàtxɛla ,ʾáy hàtxɛla xšáwa.ˈ ,"Barwar, Gozali and Nozali, Ln. 75",747560,N
hàtxɛla ,"zílla bèna,ˈ mə́ra ta-bába dìyaˈ hàtxɛla qaẓíya,ˈ hàtxa wídli.ˈ ","Barwar, Man Is Treacherous, Ln. 7",749159,N
hàtxɛla ,mə́re b-álaha hàtxɛla qə́ṣṣət.ˈ ,"Barwar, Nanno and Jəndo, Ln. 16",749780,N
hàtxɛla ,mə́ra hàtxɛla qə́ṣṣət.ˈ ,"Barwar, Tales From the 1001 Nights, Ln. 86",752953,N
hàtxɛla ,mə́re xéna hàtxɛla qə́ṣṣət.ˈ ,"Barwar, The King With Forty Sons, Ln. 35",761154,N
hàtxɛla ,"síqla yíwla xàbraˈ mə̀raˈ ʾàġayˈ hàtxɛla qaẓíya,ˈ ya-màlka.ˈ ","Barwar, The Tale of Farxo and Səttiya, Ln. 13",768198,N
hàtxɛla ,"mə́ra málka ṱ-áwət basìma,ˈ hàtxɛla mírta,ˈ gắrəg ʾaθèti.ˈ ","Barwar, The Wise Daughter of the King, Ln. 10",779367,N
hàtxɛla.ˈ ,mə́ra b-álaha qə́ṣṣət díya hàtxɛla.ˈ ,"Barwar, A Tale of a Prince and a Princess, Ln. 14",741833,N
hàtxɛla.ˈ ,ʾáxni ʾádət díyən hàtxɛla.ˈ ,"Barwar, A Tale of a Prince and a Princess, Ln. 30",742280,N
hàtxɛla.ˈ ,mə́re hàtxɛla.ˈ ,"Barwar, The Crafty Hireling, Ln. 24",755826,N
hàtxɛla.ˈ ,mára b-álaha hā́l-u qə́ṣṣət hàtxɛla.ˈ ,"Barwar, The King With Forty Sons, Ln. 42",761397,N
hàtxɛla.ˈ ,ʾámər báxta hā́l-u qə́ṣṣət hàtxɛla.ˈ ,"Barwar, The Sale of an Ox, Ln. 7",765975,N
hàtxɛla.ˈ ,mə́re bábi hā́l ʾu-qə́ṣṣət hàtxɛla.ˈ ,"Barwar, The Tale of Mămo and Zine, Ln. 10",770644,N
hàtxɛla.ˈ ,"mə́re ṭla-báxte dìye,ˈ Səttìyeˈ mə́re Səttìyeˈ hā́l ʾu-qə́ṣṣət hàtxɛla.ˈ ","Barwar, The Tale of Mămo and Zine, Ln. 51",771799,N
hàtxɛla.ˈ ,mə́re hāl ʾu-qə́ṣṣət hàtxɛla.ˈ ,"Barwar, The Tale of Mămo and Zine, Ln. 71",772411,N
hàtxɛla.ˈ ,yíwla xábra-lle dìyeˈ mə́ra hā́l qə́ṣṣət hàtxɛla.ˈ ,"Barwar, The Tale of Parizada, Warda and Nargis, Ln. 32",775450,N
hàtxɛla.ˈ ,mə́re bábi hā́l ʾu-qə́ṣṣət hàtxɛla.ˈ ,"Barwar, The Tale of Rustam (2), Ln. 12",777799,N
hàtxɛla.ˈ ,mə́re he-b-àlahaˈ xáli hā́l ʾu-qə́ṣṣət hàtxɛla.ˈ ,"Barwar, The Tale of Rustam (2), Ln. 22",778085,N
hàtxɛla.ˈ ,mə́re hā́l ʾu-qə́ṣṣət hàtxɛla.ˈ ,"Barwar, The Tale of Rustam (2), Ln. 31",778312,N
hàtxɛla.ˈ ,mə́ra hàtxɛla.ˈ ,"Barwar, šošət Xere, Ln. 2",781461,N
hàtxɛlaˈ ,ʾay-mə́ra bálki ʾadətéy hàtxɛlaˈ lá-hoya yóma qamáya xə́tna t-xazéla kʸàlo.ˈ ,"Barwar, A Tale of a Prince and a Princess, Ln. 36",742477,N
hàtxɛlaˈ ,qìmɛleˈ mə́re mádam hàtxɛlaˈ ṱ-ázən ṭắyən báθər ḥaqqùθaˈ ʾu-na-ḥaqqùθa.ˈ ,"Barwar, The Monk and the Angel, Ln. 5",764941,N
hàtxɛle ,ʾáwwa náša hàtxɛle wáða.ˈ ,"Barwar, Dəmdəma, Ln. 15",744461,N
hàtxɛle ,ʾu-rúmxe díye hàtxɛle šə́kle díye.ˈ ,"Barwar, Gozali and Nozali, Ln. 67",747236,N
hàtxɛle ,xəmyáni hàtxɛle míra.ˈ ,"Barwar, The King With Forty Sons, Ln. 11",760337,N
hàtxɛle ,"mdagə́lwa mən-nàše,ˈ y-ámər hàtxɛle wíða fə́llən,ˈ hàtxɛle wíða fə́llən.ˈ ","Barwar, The Man Who Cried Wolf, Ln. 1",763192,N
hàtxɛle ,"mdagə́lwa mən-nàše,ˈ y-ámər hàtxɛle wíða fə́llən,ˈ hàtxɛle wíða fə́llən.ˈ ","Barwar, The Man Who Cried Wolf, Ln. 1",763195,N
hàtxɛle ,"hár mdagòle gu-máθa,ˈ ʾáwwa hàtxɛle wíða-wˈ ʾáwwa hàtxɛle míra-wˈ ʾáwwa hàtxɛle,ˈ dráya búxtən l-xá l-d-o-xèna,ˈ hè,ˈ mdagòle.ˈ ","Barwar, The Man Who Cried Wolf, Ln. 5",763307,N
hàtxɛle ,"hár mdagòle gu-máθa,ˈ ʾáwwa hàtxɛle wíða-wˈ ʾáwwa hàtxɛle míra-wˈ ʾáwwa hàtxɛle,ˈ dráya búxtən l-xá l-d-o-xèna,ˈ hè,ˈ mdagòle.ˈ ","Barwar, The Man Who Cried Wolf, Ln. 5",763310,N
hàtxɛle ,"mə́re ʾíθən xàʾaˈ hóle márəlle šə́mme Fàrxo,ˈ hóle zìlaˈ hàtxɛle wáða b-bnáθa,ˈ hàtxɛle wáða,ˈ hatxà,ˈ hatxà,ˈ hatxà,ˈ ʾáxxa-w tàmma.ˈ ","Barwar, The Tale of Farxo and Səttiya, Ln. 30",768698,N
hàtxɛle ,"mə́re ʾíθən xàʾaˈ hóle márəlle šə́mme Fàrxo,ˈ hóle zìlaˈ hàtxɛle wáða b-bnáθa,ˈ hàtxɛle wáða,ˈ hatxà,ˈ hatxà,ˈ hatxà,ˈ ʾáxxa-w tàmma.ˈ ","Barwar, The Tale of Farxo and Səttiya, Ln. 30",768701,N
hàtxɛle ,ʾáyya béna Čixálo hàtxɛle míra.ˈ ,"Barwar, The Tale of Farxo and Səttiya, Ln. 37",768916,N
hàtxɛle ,"ʾítli ṭlìbaˈ hàtxɛle šəmme,ˈ hàtxa,ˈ hàtxa,ˈ hàtxa.ˈ ","Barwar, The Tale of Mămo and Zine, Ln. 21",770927,N
hàtxɛle ,ʾánna mə́ra hàtxɛle bə́rya.ˈ .... ,"Barwar, The Tale of Nasimo, Ln. 19",774479,N
hàtxɛle!ˈ ,mə́re ʾáwwa mə́ndi hàtxɛle!ˈ ,"Barwar, Baby Leliθa, Ln. 4",743291,N
"hàtxɛle,ˈ ","hár mdagòle gu-máθa,ˈ ʾáwwa hàtxɛle wíða-wˈ ʾáwwa hàtxɛle míra-wˈ ʾáwwa hàtxɛle,ˈ dráya búxtən l-xá l-d-o-xèna,ˈ hè,ˈ mdagòle.ˈ ","Barwar, The Man Who Cried Wolf, Ln. 5",763313,N
"hàtxɛle,ˈ ","mə́ra hàtxɛle,ˈ hàtxɛle,ˈ hàtxɛle.ˈ ","Barwar, The Tale of Farxo and Səttiya, Ln. 78",770010,N
"hàtxɛle,ˈ ","mə́ra hàtxɛle,ˈ hàtxɛle,ˈ hàtxɛle.ˈ ","Barwar, The Tale of Farxo and Səttiya, Ln. 78",770011,N
hàtxɛle.ˈ ,"mə́ra hàtxɛle,ˈ hàtxɛle,ˈ hàtxɛle.ˈ ","Barwar, The Tale of Farxo and Səttiya, Ln. 78",770012,N
hàtxɛle.ˈ ,mə́re hàtxɛle.ˈ ,"Barwar, The Wise Daughter of the King, Ln. 4",779232,N
hátxɛla ,mə́ra bróni hátxɛla qaḍìyaˈ málka hóle múθyəlla bráte dìyeˈ ʾu-hóle míra ʾáyya bráti qa-brònux.ˈ ,"Barwar, The Daughter of the King, Ln. 8",756864,N
hátxɛle ,dmìxɛleˈ hátxɛle ʾítwale xákma šəwyáθa sằfări ṱ-amrə́xla.ˈ ,"Barwar, Gozali and Nozali, Ln. 51",746601,N
hátxɛle ,"mə́ra hè b-álaha,ˈ hátxɛle míra màlkaˈ múθyəlla làxxaˈ ʾáw-u wằzīrˈ ʾu-hóla wajjúwe díya làxxa.ˈ ","Barwar, The Daughter of the King, Ln. 9",756885,N
híwtəllɛla ,"mùθyəlle,ˈ híwtəllɛla ṭla-tèla.ˈ ","Barwar, The Tale of Mərza Pămət, Ln. 10",773274,
híwɛle ,"málka qímɛle yomət-trè,ˈ híwɛle xábra ta-wăzíre dìye,ˈ ʾu-ráyəs wuzàraˈ yába hon-zàlaˈ xðára báθər báxta ta-bròni.ˈ ","Barwar, A Tale of a Prince and a Princess, Ln. 9",741678,
híwɛle ,"hadìya,ˈ híwɛle xábra ṭla-wăzī̀rˈ har-b-ò-lɛle.ˈ ","Barwar, A Tale of a Prince and a Princess, Ln. 34",742409,
híwɛle ,híwɛle xábra ṭla-d-àn maymúneˈ ga-wírra xa-xaðùθa gáwa.ˈ ,"Barwar, Tales From the 1001 Nights, Ln. 47",751796,
híwɛle ,"híwɛle xábra ṭla-maymùne,ˈ kpíšela maymúne b-ʾalpàye.ˈ ","Barwar, Tales From the 1001 Nights, Ln. 53",752003,
híwɛle ,"mára qìmɛleˈ qédamta híwɛle xàbra,ˈ sìqela.ˈ ","Barwar, The Tale of Mămo and Zine, Ln. 45",771616,
jlíwtɛla ,ʾo-yóma t-qarwàwaleˈ ,,,
dášta ṃḷéla rakàweˈ ,,,,
xáθux Nasímo jlíwtɛla l-ʾarabàyeˈ ,,,,
"muṣlyə́lla l-ʾáθṛa t-xtàyeˈ""","Barwar, The Tale of Nasimo, Ln. 5",774193,,
jnanyàθɛla.ˈ ,ʾɛ́-bena ʾáxxa kúlla jnanyàθɛla.ˈ ,"Barwar, The Tale of Mămo and Zine, Ln. 83",772790,N
jírtɛla ,jírtɛla gu-qàwwaˈ ʾu-yìwtəlle ʾə́lle díye.ˈ ,"Barwar, The Tale of Parizada, Warda and Nargis, Ln. 37",775640,
jănàzɛle.ˈ ,"ṣə́lya bɛ̀θɛle,ˈ də-súq sùqˈ hadíya gáwṛəx píša jănàzɛle.ˈ ","Barwar, I Am Worth the Same as a Blind Wolf, Ln. 13",748955,N
kapòrɛle.ˈ ,ʾáwwa kapòrɛle.ˈ ,"Barwar, The Crafty Hireling, Ln. 15",755533,N
"klìθɛla,ˈ ","klìθɛla,ˈ šwíqtəlle xóna dìya,ˈ ʾu-híwtəlle bála l-Bə́lbəl Hazàr.ˈ ","Barwar, Gozali and Nozali, Ln. 72",747427,
klìθɛla.ˈ ,"zìltɛla,ˈ mṭíθa l-xa-jăzíra xètaˈ ʾa-bằlam,ˈ klìθɛla.ˈ ","Barwar, Tales From the 1001 Nights, Ln. 38",751572,
kpìnɛle.ˈ ,hadíya bắye ṱ-áxəl mə́ndi kpìnɛle.ˈ ,"Barwar, The Crafty Hireling, Ln. 11",755441,
krìbɛle ,"xa-bènaˈ ʾàwwaˈ krìbɛle Mir-Zándinˈ maxéla ʾáqle dìyeˈ l-gótət Bakùrko,ˈ ṣawə́lte díye nápla tàma.ˈ ","Barwar, The Tale of Mămo and Zine, Ln. 55",771953,
krìbɛle.ˈ ,krìbɛle.ˈ ,"Barwar, The Sale of an Ox, Ln. 42",766975,
kríbɛle ,"Rustắmo kríbɛle ràba-wˈ qìmɛle,ˈ plìṭɛle.ˈ ","Barwar, The Tale of Rustam (2), Ln. 12",777811,
ktàpɛla.ˈ ,míya ktàpɛla.ˈ ,"Barwar, The King With Forty Sons, Ln. 49",761663,
kxìkɛle. ,mára zílɛle xə́zyəlla ʾànnaˈ kxìkɛle. ,"Barwar, The Tale of Farxo and Səttiya, Ln. 35",768846,
kòmɛle.ˈ ,ʾu-súse díye kòmɛle.ˈ ,"Barwar, Gozali and Nozali, Ln. 67",747241,
kčìxtɛlaˈ ,"zílla zílla xa-yòma,ˈ trè-yome,ˈ xárθa kčìxtɛlaˈ ṣlíθɛla munìxtɛla xa-dúkθa.ˈ ","Barwar, Tales From the 1001 Nights, Ln. 91",753101,
kəma-basìmtɛla ,"ʾámər kəma-basìmtɛla ʾixála,ˈ ʾáxxa l-tàmma.ˈ ","Barwar, The Daughter of the King, Ln. 31",757517,N
kəma-rə̀ḥqɛle!ˈ ,lă-ʿámri kəma-rə̀ḥqɛle!ˈ ,"Barwar, The Battle With Yuwanəs the Armenian, Ln. 3",753510,N
kəs-Lelìθɛlaˈ ,kəs-Lelìθɛlaˈ sisisàmbər.ˈ,"Barwar, The Sisisambər Plant, Ln. 1",767488,N
kə̀lyɛle ,kə̀lyɛle súsa.ˈ ,"Barwar, The King With Forty Sons, Ln. 65",762246,
"kə̀lyɛle,ˈ ","múttəlle šópe dìye,ˈ kə̀lyɛle,ˈ šúryɛle mṣawóθe ʾáxxa-w tàmma.ˈ ","Barwar, The Tale of Farxo and Səttiya, Ln. 51",769297,
kə́lyɛle ,"lwíša júlle hátxa jálde jàlde,ˈ kə́lyɛle gu-ṭắrət bɛ́θa ʾáw ʾu-ʾày.ˈ ","Barwar, A Tale of a Prince and a Princess, Ln. 55",743026,
kə́lyɛle ,ʾàmərˈ kə́lyɛle gu-tắra hàtxa.ˈ ,"Barwar, The Tale of Farxo and Səttiya, Ln. 50",769255,
kə́lyɛle ,"síqɛle di-di-di-dì,ˈ kə́lyɛle qam-tắrət qáṣrə Qára Tèždin.ˈ ","Barwar, The Tale of Mămo and Zine, Ln. 28",771100,
kə́lyɛle ,"zìlɛle,ˈ súse díye kə́lyɛle kəs-súsət xále dìye.ˈ ","Barwar, The Tale of Rustam (1), Ln. 11",776793,
kθìwɛleˈ ,"mə́re málka Šlémun mírɛle kθìwɛleˈ ku-brónət bə́r-naša ʾáθe l-d-áy jăzíra qamàye,ˈ ʾáwwa ṱ-áwe málka diyɛ̀xu.ˈ ","Barwar, Tales From the 1001 Nights, Ln. 46",751765,
l-bɛ̀θɛle.ˈ ,ʾáyya-ži qìmtɛlaˈ šə́ryəlla ʾáqle w-ìðeˈ ʾu-ṣə́lya l-bɛ̀θɛle.ˈ ,"Barwar, I Am Worth the Same as a Blind Wolf, Ln. 13",748947,N
la-yìwəllɛla.ˈ ,"qríθɛla qála b-Šáləm ʾu-Sùrma,ˈ ču-jwába la-yìwəllɛla.ˈ ","Barwar, The Tale of Mămo and Zine, Ln. 5",770500,
lwìxɛle ,"lwìxɛle Dəmdə́maˈ ʾu-pqìtɛla,ˈ kúlla náše qṭìltəlla.ˈ","Barwar, Dəmdəma, Ln. 21",744638,
lwíšəllɛle ,téla lwíšəllɛle gáne díye ʾo-gə̀ldaˈ ʾo-béna gòṛɛle.ˈ ,"Barwar, The Tale of Mərza Pămət, Ln. 28",773677,
lwíšɛle ,"qímɛle ʾaw-lwíša dašdàšət málla,ˈ ʾu-čak̭àllət málla,ˈ málla lwíšɛle kášxa d-o-huðàyaˈ ʾu-tíwɛle xáṣət xmàrta,ˈ ʾu-síqela kəs-qàzi.ˈ ","Barwar, A Hundred Gold Coins, Ln. 9",740011,
lwíšɛle ,lwíšɛle jùlle.ˈ ,"Barwar, The Tale of Parizada, Warda and Nargis, Ln. 35",775579,
"là-b-lɛle,ˈ ","ʾó-xoney zóra mə̀reˈ xonăwáθi ʾána làn dmíxa,ˈ là-b-lɛle,ˈ là-b-yoma.ˈ ","Barwar, The Tale of Parizada, Warda and Nargis, Ln. 24",775161,N
làxxɛlaˈ ,ʾáyya díwən làxxɛlaˈ ʾaw-gàrele.ˈ ,"Barwar, The Man Who Wanted to Work, Ln. 14",763763,N
lɛle ,"mə́xyela l-ġðàðe,ˈ mə̀xye,ˈ mə́xyela l-ġðàðe,ˈ məxyèla,ˈ ʾáp-xa lɛle npìla.ˈ ","Barwar, The Tale of Rustam (1), Ln. 28",777224,N
lɛle ,lá-karmi lɛ́le mădòṛeˈ ʾu-lá ḥáqqət kármi lɛle yàwa.ˈ ,"Barwar, The Wise Young Man, Ln. 33",781316,N
lɛ̀kɛla ,"xà-yoma,ˈ yóma t-trè,ˈ yóma t-ṭḷàθa,ˈ ʾaw-yála qímle npílle bàraˈ zìlleˈ mə́re xázəx lɛ̀kɛla zála.ˈ ","Barwar, The Tale of Parizada, Warda and Nargis, Ln. 54",776372,N
lɛ̀kɛle ,"mə́re ʾána háwən Qára Tèždin,ˈ maθyánət xárje-w bárjət boṭanàye,ˈ ṱ-áθe xa-ʾárxa ʾax-d-àwwaˈ gu-bɛ̀θiˈ ʾu-páləṭ lɛ́ðən lɛ̀kɛle zála,ˈ lɛ́ka là,ˈ ʾu-ʾána míya m-ʾɛ̀wən štáya.ˈ ","Barwar, The Tale of Mămo and Zine, Ln. 34",771288,N
lɛ́kɛla ,làn-ðaʾa lɛ́kɛla zílta.ˈ ,"Barwar, The Tale of Mămo and Zine, Ln. 11",770655,N
m-àxxɛle ,mə́re ʾáwwa šúla m-àxxɛle tráṣa.ˈ ,"Barwar, The Tale of Rustam (2), Ln. 57",778912,N
m-ɛ̀kɛla ,"ʾu-kθútɛla gu-d-ò kθáwaˈ ʾɛ̀kɛla ʾɛ́nə mìya,ˈ m-ɛ̀kɛla θáya.ˈ ","Barwar, Dəmdəma, Ln. 17",744542,N
m-ɛ̀kɛla ,xzí ʾána lɛ̀ðənˈ ʾánna m-ɛ̀kɛla ʾə́θye.ˈ ,"Barwar, Gozali and Nozali, Ln. 17",745285,N
m-ɛ̀kɛla.ˈ ,"ʾu-dbìšle ʾə́bbe díye,ˈ bắye t-yắðe m-ɛ̀kɛla.ˈ ","Barwar, Nanno and Jəndo, Ln. 16",749777,N
m-ɛ̀kɛla.ˈ ,ðìla m-ɛ̀kɛla.ˈ ,"Barwar, Tales From the 1001 Nights, Ln. 100",753384,N
m-ɛ̀kɛle ,ʾaw-náša m-ɛ̀kɛle ʾaw-márrəs díye?ˈ ,"Barwar, The Fox and the Miller, Ln. 6",758157,N
m-ɛ̀kɛle ,bábət bráta màraˈ m-ɛ̀kɛle pč̣íla?ˈ ,"Barwar, The Wise Young Man, Ln. 20",780935,N
"m-ɛ̀kɛle,ˈ ","mə́ra xá-naša hóle mùθyəllaˈ ʾu-lɛ́ðəxle ʾáwwa náša m-ɛ̀kɛle,ˈ xa-ferə̀ssa.ˈ ","Barwar, The Tale of Rustam (2), Ln. 42",778568,N
m-ɛ̀kɛle?ˈ ,ʾaw-háwnux m-ɛ̀kɛle?ˈ ,"Barwar, The Fox and the Lion, Ln. 4",758000,N
ma-dàwɛla?ˈ ,ʾánna ma-dàwɛla?ˈ ,"Barwar, A Man Called Čuxo, Ln. 13",740535,N
mapšəmàntɛla.ˈ ,xa-qə́ṣṣət rába mapšəmàntɛla.ˈ ,"Barwar, A Tale of a Prince and a Princess, Ln. 31",742312,N
marăwàθɛle ,t-lá marăwàθɛle ʾo-márgaˈ ṱ-it-súsux də́ryəlle tàma?ˈ ,"Barwar, The Tale of Farxo and Səttiya, Ln. 60",769509,N
"mbaqòrɛle,ˈ ","qyàmɛleˈ mbaqòrɛle,ˈ zála mára ʾiθ-xa-nàšaˈ ʾítle ʾárbi bnàθa.ˈ ","Barwar, The King With Forty Sons, Ln. 2",759947,N
"mbùqrɛle,ˈ ","ʾáwwa-ži zìlaˈ mbùqrɛle,ˈ tfìqɛle rəš-d-ó sadánə Mə̀ṣr.ˈ ","Barwar, The King With Forty Sons, Ln. 44",761456,
"mbùqrɛle,ˈ ","mbùqrɛle,ˈ moxə́zyəlle ʾan-náše bɛ́θət bábə d-a-bràta.ˈ ","Barwar, The Tale of Rustam (2), Ln. 41",778543,
mbùqrɛleˈ ,"mbùqrɛleˈ mbŭ́tətɛle ʾáxxa-w tàmmaˈ mə́re ʾíθən xàʾaˈ hóle gu-Kàrkuk,ˈ ʾáw yằðeˈ ʾìman mɛ́θən.ˈ ","Barwar, The Monk Who Wanted to Know When He Would Die, Ln. 1",764463,
mbŭ́tətɛle ,"mbùqrɛleˈ mbŭ́tətɛle ʾáxxa-w tàmmaˈ mə́re ʾíθən xàʾaˈ hóle gu-Kàrkuk,ˈ ʾáw yằðeˈ ʾìman mɛ́θən.ˈ ","Barwar, The Monk Who Wanted to Know When He Would Die, Ln. 1",764464,
mgunə̀gzɛle.ˈ ,ʾo-dewə̀rrəšˈ ʾímə ṱ-ile-mə́xyəlle táwrət wàlaˈ ṛìšɛleˈ mgunə̀gzɛle.ˈ ,"Barwar, The King With Forty Sons, Ln. 52",761757,
mguzgáztɛla ,"ʾɛ-dánə ṱ-íle wíðəlle ʾáwwa šùla,ˈ ʾo-góṛa d-à-maθa,ˈ d-à-mðita,ˈ ʾAprəsyàw,ˈ ṱ-amrə́xle ràyyəs,ˈ mguzgáztɛla lášše dìye,ˈ zdìyɛle rába.ˈ ","Barwar, The Tale of Rustam (2), Ln. 48",778715,N
mkùlčɛleˈ ,xa-šaqòlɛleˈ mkùlčɛleˈ ʾu-xa-xènaˈ ða-ʾàṭmaˈ hóla sàxi.ˈ ,"Barwar, The Crafty Hireling, Ln. 30",755959,N
mo-sùsɛle?ˈ ,ga-mə́re mo-sùsɛle?ˈ ,"Barwar, The King With Forty Sons, Ln. 62",762149,N
mpuláṭṭɛla ,mpuláṭṭɛla xa-zə̀njir.ˈ ,"Barwar, A Tale of Two Kings, Ln. 13",741305,
mpuláṭṭɛla ,"ha-ṱ-íle ʾə̀θya,ˈ mpuláṭṭɛla fằqih.ˈ ","Barwar, The Sale of an Ox, Ln. 39",766904,
mpíltɛla ,mpíltɛla b-xùbba.ˈ ,"Barwar, A Tale of a Prince and a Princess, Ln. 14",741834,
mpúlṭɛle ,"hóle mpúlṭa màlla qamáye,ˈ mpúlṭɛle gu-ʾótəx dìya.ˈ ","Barwar, The Sale of an Ox, Ln. 38",766878,
mpúlṭɛle ,ʾu-qímɛle mpúlṭɛle muʿàlləm.ˈ ,"Barwar, The Sale of an Ox, Ln. 41",766950,
mpúlṭɛle ,"múttəlla gu-ḥădìqa,ˈ mpúlṭɛle bəzmàre.ˈ ","Barwar, The Wise Young Man, Ln. 23",781022,
mrúzgɛle ,yóma ṭḷàθaˈ kúl-məndi mrúzgɛle dax-t-wéwa wíða ṭla-Gozàliˈ ʾu-wíða ṭla-Nozàli.ˈ,"Barwar, Gozali and Nozali, Ln. 62",747035,
mturgáltɛla ,"ʾáyya θíθɛla zála hàtxaˈ mturgáltɛla gána bìye,ˈ qíθtɛla ʾáqla bìye.ˈ ","Barwar, The Tale of Mərza Pămət, Ln. 40",774006,
mtuxmə̀nɛleˈ ,zìnɛle-uˈ mtuxmə̀nɛleˈ mə́re ya-xáθi Nozáli qəm-šoqə̀nnəxˈ wa-ʾána gu-xá ḥàrj-iwən díya.ˈ ,"Barwar, Gozali and Nozali, Ln. 56",746796,
mujàbtɛla.ˈ ,mujàbtɛla.ˈ ,"Barwar, Gozali and Nozali, Ln. 73",747469,
munìxtɛla ,"zílla zílla xa-yòma,ˈ trè-yome,ˈ xárθa kčìxtɛlaˈ ṣlíθɛla munìxtɛla xa-dúkθa.ˈ ","Barwar, Tales From the 1001 Nights, Ln. 91",753103,
mut-máθɛla?ˈ ,"málka ṱ-áwət basìma,ˈ ʾáyya mut-máθɛla?ˈ ","Barwar, Baby Leliθa, Ln. 2",743222,N
